Flag ID      | Name                                               | Category        | Region
400149       | Pidia's Bell Bearing                               | Unknown         | Various
400150       | Somber Smithing Stone [2]                          | Unknown         | Various
400158       | Royal Greatsword                                   | Unknown         | Various
400159       | Discarded Palace Key                               | Unknown         | Various
400161       | Smithing Stone [5]                                 | Unknown         | Various
400162       | Eleonora's Poleblade                               | Unknown         | Various
400163       | Item_5030                                          | Unknown         | Various
400164       | Iron Kasa                                          | Unknown         | Various
400170       | Exalted Flesh                                      | Unknown         | Various
400171       | Exalted Flesh                                      | Unknown         | Various
400172       | Jar                                                | Unknown         | Various
400173       | Alexander's Innards                                | Unknown         | Various
400174       | Shard of Alexander                                 | Unknown         | Various
400175       | Warrior Jar Shard                                  | Unknown         | Various
400180       | Letter to Patches                                  | Unknown         | Various
400181       | Dancer's Castanets                                 | Unknown         | Various
400182       | Magma Whip Candlestick                             | Unknown         | Various
400183       | Golden Rune [1]                                    | Unknown         | Various
400184       | Spear                                              | Unknown         | Various
400189       | Patches' Bell Bearing                              | Unknown         | Various
400190       | Spirit Jellyfish Ashes                             | Unknown         | Various
400191       | Golden Seed                                        | Unknown         | Various
400209       | Glowstone                                          | Unknown         | Various
400210       | Whetstone Knife                                    | Unknown         | Various
400220       | Golden Seed                                        | Unknown         | Various
400221       | Erdsteel Dagger                                    | Unknown         | Various
400230       | Ancient Dragon Smithing Stone                      | Unknown         | Various
400231       | Gurranq's Beast Claw                               | Unknown         | Various
400232       | Beastclaw Greathammer                              | Unknown         | Various
400233       | Stone of Gurranq                                   | Unknown         | Various
400234       | Beast Claw                                         | Unknown         | Various
400235       | Ash of War: Beast's Roar                           | Unknown         | Various
400236       | Bestial Vitality                                   | Unknown         | Various
400237       | Bestial Sling                                      | Unknown         | Various
400238       | Clawmark Seal                                      | Unknown         | Various
400239       | Beast Eye                                          | Unknown         | Various
400240       | Iji's Bell Bearing                                 | Unknown         | Various
400241       | Nox Mirrorhelm                                     | Unknown         | Various
400260       | Glowstone                                          | Unknown         | Various
400271       | Mushroom                                           | Unknown         | Various
400280       | Haligtree Secret Medallion (Left)                  | Unknown         | Various
400281       | Good_8178                                          | Unknown         | Various
400282       | Black Flame's Protection                           | Unknown         | Various
400283       | Lord's Divine Fortification                        | Unknown         | Various
400284       | All-Knowing Helm                                   | Unknown         | Various
400285       | Law of Causality                                   | Unknown         | Various
400290       | Letter to Bernahl                                  | Unknown         | Various
400291       | Gelmir's Fury                                      | Unknown         | Various
400292       | Blasphemous Claw                                   | Unknown         | Various
400293       | Devourer's Scepter                                 | Unknown         | Various
400294       | Beast Champion Helm                                | Unknown         | Various
400295       | Gelmir's Fury                                      | Unknown         | Various
400299       | Bernahl's Bell Bearing                             | Unknown         | Various
400300       | Rya's Necklace                                     | Unknown         | Various
400308       | Seedbed Curse                                      | Unknown         | Various
400309       | Item_5040                                          | Unknown         | Various
400310       | Unalloyed Gold Needle                              | Unknown         | Various
400311       | Sellia's Secret                                    | Unknown         | Various
400312       | Flock's Canvas Talisman                            | Unknown         | Various
400320       | Prosthesis-Wearer Heirloom                         | Unknown         | Various
400321       | Unalloyed Gold Needle                              | Unknown         | Various
400323       | Millicent's Prosthesis                             | Unknown         | Various
400324       | Miquella's Needle                                  | Unknown         | Various
400325       | Somber Ancient Dragon Smithing Stone               | Unknown         | Various
400331       | Weathered Dagger                                   | Unknown         | Various
400332       | Sacrificial Twig                                   | Unknown         | Various
400333       | Radiant Baldachin's Blessing                       | Unknown         | Various
400334       | Knifeprint Clue                                    | Unknown         | Various
400339       | Fia's Hood                                         | Unknown         | Various
400348       | Inseparable Sword                                  | Unknown         | Various
400349       | D's Bell Bearing                                   | Unknown         | Various
400356       | Rogier's Letter                                    | Unknown         | Various
400357       | Black Knifeprint                                   | Unknown         | Various
400358       | Item_5010                                          | Unknown         | Various
400359       | Rogier's Bell Bearing                              | Unknown         | Various
400360       | Thops's Bell Bearing                               | Unknown         | Various
400361       | Academy Glintstone Staff                           | Unknown         | Various
400362       | Thops's Barrier                                    | Unknown         | Various
400370       | Corhyn's Bell Bearing                              | Unknown         | Various
400380       | Sewer-Gaol Key                                     | Unknown         | Various
400381       | Sword of Milos                                     | Unknown         | Various
400382       | Omen Helm                                          | Unknown         | Various
400390       | Lone Wolf Ashes                                    | Unknown         | Various
400391       | Carian Inverted Statue                             | Unknown         | Various
400392       | Cursemark of Death                                 | Unknown         | Various
400393       | Dark Moon Greatsword                               | Unknown         | Various
400394       | Miniature Ranni                                    | Unknown         | Various
400395       | Fingerslayer Blade                                 | Unknown         | Various
400400       | Ancient Dragon Smithing Stone                      | Unknown         | Various
400401       | Eccentric's Hood                                   | Unknown         | Various
400410       | Latenna the Albinauric                             | Unknown         | Various
400411       | Somber Ancient Dragon Smithing Stone               | Unknown         | Various
400412       | Blue Silver Mail Hood                              | Unknown         | Various
400420       | Arsenal Charm                                      | Unknown         | Various
400421       | Stormhawk Axe                                      | Unknown         | Various
400422       | Ancient Dragon Smithing Stone                      | Unknown         | Various
400430       | Stars of Ruin                                      | Unknown         | Various
400431       | Lusat's Glintstone Crown                           | Unknown         | Various
400440       | Comet Azur                                         | Unknown         | Various
400441       | Lusat's Glintstone Crown                           | Unknown         | Various
400451       | Hoslow's Petal Whip                                | Unknown         | Various
400452       | Numen's Rune                                       | Unknown         | Various
400460       | Companion Jar                                      | Unknown         | Various
400470       | Great-Jar's Arsenal                                | Unknown         | Various
400480       | Rotten Winged Sword Insignia                       | Unknown         | Various
400490       | Royal Remains Helm                                 | Unknown         | Various
400500       | Radiant Gold Mask                                  | Unknown         | Various
400510       | Great Stars                                        | Unknown         | Various
400590       | Accessory_8140                                     | Unknown         | Various
400592       | Accessory_8130                                     | Unknown         | Various
400594       | AshOfWar_410000                                    | Unknown         | Various
400595       | Weapon_41510000                                    | Unknown         | Various
400596       | Good_2002950                                       | Unknown         | Various
400598       | Armor_5000100                                      | Unknown         | Various
400600       | Weapon_31530000                                    | Unknown         | Various
400602       | Weapon_8510000                                     | Unknown         | Various
400610       | Good_2008007                                       | Unknown         | Various
400611       | Good_2008012                                       | Unknown         | Various
400612       | Good_2020035                                       | Unknown         | Various
400614       | Weapon_7510000                                     | Unknown         | Various
400620       | Good_2008015                                       | Unknown         | Various
400622       | Armor_5110000                                      | Unknown         | Various
400623       | Weapon_41510000                                    | Unknown         | Various
400624       | Armor_5110000                                      | Unknown         | Various
400625       | Armor_5110000                                      | Unknown         | Various
400627       | Armor_5110000                                      | Unknown         | Various
400630       | Good_2002140                                       | Unknown         | Various
400632       | Accessory_8160                                     | Unknown         | Various
400634       | Weapon_21500000                                    | Unknown         | Various
400636       | Armor_5030000                                      | Unknown         | Various
400642       | Good_2008019                                       | Unknown         | Various
400644       | Good_2008900                                       | Unknown         | Various
400645       | Weapon_32520000                                    | Unknown         | Various
400660       | Good_2008008                                       | Unknown         | Various
400661       | Good_2008017                                       | Unknown         | Various
400662       | Good_2008018                                       | Unknown         | Various
400664       | Good_2008901                                       | Unknown         | Various
400666       | Good_2007420                                       | Unknown         | Various
400670       | Good_2219000                                       | Unknown         | Various
400671       | Weapon_9500000                                     | Unknown         | Various
400672       | Weapon_22500000                                    | Unknown         | Various
400690       | Good_2218000                                       | Unknown         | Various
400692       | Weapon_6500000                                     | Unknown         | Various
400694       | Accessory_8050                                     | Unknown         | Various
400696       | AshOfWar_414000                                    | Unknown         | Various
400700       | Good_2215000                                       | Unknown         | Various
400702       | Good_2006910                                       | Unknown         | Various
400704       | Good_2002020                                       | Unknown         | Various
400710       | Good_2008003                                       | Unknown         | Various
400711       | Weapon_42500000                                    | Unknown         | Various
400712       | Item_4548045                                       | Unknown         | Various
400714       | Weapon_42500000                                    | Unknown         | Various
400720       | Good_2001202                                       | Unknown         | Various
400721       | Good_2007600                                       | Unknown         | Various
400722       | Good_2001201                                       | Unknown         | Various
400723       | Good_2001203                                       | Unknown         | Various
400730       | Item_4401055                                       | Unknown         | Various
400732       | Weapon_60510000                                    | Unknown         | Various
400740       | Armor_5300000                                      | Unknown         | Various
400750       | Good_2020007                                       | Unknown         | Various
400751       | Good_2015020                                       | Unknown         | Various
400752       | Good_2020005                                       | Unknown         | Various
400753       | Good_2020006                                       | Unknown         | Various
400754       | Good_2020008                                       | Unknown         | Various
400755       | Good_2020009                                       | Unknown         | Various
400901       | Nomadic Merchant's Bell Bearing [1]                | Unknown         | Various
400902       | Nomadic Merchant's Bell Bearing [2]                | Unknown         | Various
400903       | Nomadic Merchant's Bell Bearing [3]                | Unknown         | Various
400904       | Nomadic Merchant's Bell Bearing [4]                | Unknown         | Various
400905       | Nomadic Merchant's Bell Bearing [5]                | Unknown         | Various
400906       | Isolated Merchant's Bell Bearing [1]               | Unknown         | Various
400907       | Isolated Merchant's Bell Bearing [2]               | Unknown         | Various
400908       | Nomadic Merchant's Bell Bearing [6]                | Unknown         | Various
400909       | Hermit Merchant's Bell Bearing [1]                 | Unknown         | Various
400910       | Nomadic Merchant's Bell Bearing [7]                | Unknown         | Various
400911       | Nomadic Merchant's Bell Bearing [8]                | Unknown         | Various
400912       | Nomadic Merchant's Bell Bearing [9]                | Unknown         | Various
400913       | Nomadic Merchant's Bell Bearing [10]               | Unknown         | Various
400914       | [ERROR]Nomadic Merchant's Bell Bearing [11]        | Unknown         | Various
400915       | Isolated Merchant's Bell Bearing [3]               | Unknown         | Various
400916       | Hermit Merchant's Bell Bearing [2]                 | Unknown         | Various
400917       | Abandoned Merchant's Bell Bearing                  | Unknown         | Various
400918       | Hermit Merchant's Bell Bearing [3]                 | Unknown         | Various
400919       | Imprisoned Merchant's Bell Bearing                 | Unknown         | Various
500010       | Roped Fire Pot                                     | Unknown         | Various
500020       | Good_12                                            | Unknown         | Various
500520       | Good_12                                            | Unknown         | Various
510010       | Remembrance of the Grafted                         | Unknown         | Various
510030       | Ornamental Straight Sword                          | Unknown         | Various
510040       | Remembrance of the Omen King                       | Unknown         | Various
510060       | Scepter of the All-Knowing                         | Unknown         | Various
510070       | Remembrance of Hoarah Loux                         | Unknown         | Various
510080       | Remembrance of the Naturalborn                     | Unknown         | Various
510090       | Frozen Lightning Spear                             | Unknown         | Various
510100       | Gargoyle's Greatsword                              | Unknown         | Various
510110       | Remembrance of the Lichdragon                      | Unknown         | Various
510120       | Remembrance of the Blood Lord                      | Unknown         | Various
510140       | Smithing-Stone Miner's Bell Bearing [4]            | Unknown         | Various
510150       | Remembrance of the Dragonlord                      | Unknown         | Various
510160       | Remembrance of the Black Blade                     | Unknown         | Various
510190       | Loretta's Mastery                                  | Unknown         | Various
510200       | Remembrance of the Rot Goddess                     | Unknown         | Various
510210       | Godskin Stitcher                                   | Unknown         | Various
510220       | Remembrance of the Blasphemous                     | Unknown         | Various
510230       | Elden Remembrance                                  | Unknown         | Various
510250       | Bloodflame Talons                                  | Unknown         | Various
510260       | Magma Wyrm's Scalesword                            | Unknown         | Various
510280       | Golden Seed                                        | Unknown         | Various
510290       | Inquisitor's Girandole                             | Unknown         | Various
510300       | Remembrance of the Starscourge                     | Unknown         | Various
510310       | Remembrance of the Fire Giant                      | Unknown         | Various
510320       | Ancestral Follower Ashes                           | Unknown         | Various
510330       | Remembrance of the Regal Ancestor                  | Unknown         | Various
510340       | Larval Tear                                        | Unknown         | Various
510350       | Fia's Mist                                         | Unknown         | Various
510400       | Good_2002905                                       | Unknown         | Various
510420       | Weapon_67510000                                    | Unknown         | Various
510430       | Good_2002907                                       | Unknown         | Various
510440       | Good_2006650                                       | Unknown         | Various
510460       | Good_2002901                                       | Unknown         | Various
510480       | Good_2002910                                       | Unknown         | Various
510550       | Good_2002909                                       | Unknown         | Various
510560       | Good_2002908                                       | Unknown         | Various
510600       | Good_2002904                                       | Unknown         | Various
510610       | Weapon_17520000                                    | Unknown         | Various
510620       | Good_2002902                                       | Unknown         | Various
510630       | Good_2008011                                       | Unknown         | Various
510640       | Good_2002900                                       | Unknown         | Various
510730       | Godskin Apostle Hood                               | Unknown         | Various
510740       | Omenkiller Rollo                                   | Unknown         | Various
510800       | Grafted Blade Greatsword                           | Unknown         | Various
510810       | Loretta's Greatbow                                 | Unknown         | Various
510820       | Marais Executioner's Sword                         | Unknown         | Various
510830       | Ruins Greatsword                                   | Unknown         | Various
510840       | Veteran's Prosthesis                               | Unknown         | Various
510900       | Good_2002903                                       | Unknown         | Various
520000       | Lhutel the Headless                                | Unknown         | Various
520010       | Demi-Human Ashes                                   | Unknown         | Various
520020       | Noble Sorcerer Ashes                               | Unknown         | Various
520030       | Assassin's Crimson Dagger                          | Unknown         | Various
520040       | Banished Knight Engvall                            | Unknown         | Various
520050       | Twinsage Sorcerer Ashes                            | Unknown         | Various
520060       | Glintstone Sorcerer Ashes                          | Unknown         | Various
520070       | Kaiden Sellsword Ashes                             | Unknown         | Various
520080       | Ancient Dragon Knight Kristoff                     | Unknown         | Various
520090       | Bloodhound Knight Floh                             | Unknown         | Various
520100       | Ordovis's Greatsword                               | Unknown         | Various
520110       | Perfumer Tricia                                    | Unknown         | Various
520120       | Glovewort Picker's Bell Bearing [1]                | Unknown         | Various
520130       | Soldjars of Fortune Ashes                          | Unknown         | Various
520140       | Mad Pumpkin Head Ashes                             | Unknown         | Various
520150       | Kindred of Rot Ashes                               | Unknown         | Various
520160       | Redmane Knight Ogha                                | Unknown         | Various
520170       | Zamor Curved Sword                                 | Unknown         | Various
520180       | Golden Seed                                        | Unknown         | Various
520190       | Great Grave Glovewort                              | Unknown         | Various
520200       | Blackflame Monk Amon                               | Unknown         | Various
520210       | Assassin's Cerulean Dagger                         | Unknown         | Various
520220       | Lord of Blood's Exultation                         | Unknown         | Various
520300       | Viridian Amber Medallion                           | Unknown         | Various
520310       | Spelldrake Talisman                                | Unknown         | Various
520330       | Flamedrake Talisman                                | Unknown         | Various
520340       | Sewing Needle                                      | Unknown         | Various
520350       | Blue Dancer Charm                                  | Unknown         | Various
520360       | Winged Sword Insignia                              | Unknown         | Various
520370       | Cerulean Amber Medallion                           | Unknown         | Various
520380       | Crystal Release                                    | Unknown         | Various
520390       | Kindred of Rot's Exultation                        | Unknown         | Various
520400       | Jar Cannon                                         | Unknown         | Various
520410       | Great Omenkiller Cleaver                           | Unknown         | Various
520420       | Concealing Veil                                    | Unknown         | Various
520430       | Putrid Corpse Ashes                                | Unknown         | Various
520440       | Flamedrake Talisman +2                             | Unknown         | Various
520450       | Gold Scarab                                        | Unknown         | Various
520460       | Crystal Torrent                                    | Unknown         | Various
520470       | Golden Order Greatsword                            | Unknown         | Various
520480       | Godskin Swaddling Cloth                            | Unknown         | Various
520490       | Family Heads                                       | Unknown         | Various
520600       | Rusted Anchor                                      | Unknown         | Various
520610       | Roar Medallion                                     | Unknown         | Various
520620       | Smithing-Stone Miner's Bell Bearing [1]            | Unknown         | Various
520630       | Great Club                                         | Unknown         | Various
520640       | Onyx Lord's Greatsword                             | Unknown         | Various
520650       | Somberstone Miner's Bell Bearing [2]               | Unknown         | Various
520660       | Dragon Heart                                       | Unknown         | Various
520670       | Somber Smithing Stone [6]                          | Unknown         | Various
520680       | Meteorite of Astel                                 | Unknown         | Various
520700       | Weapon_14510000                                    | Unknown         | Various
520710       | Weapon_15500000                                    | Unknown         | Various
520711       | Accessory_7010                                     | Unknown         | Various
520750       | Good_2206000                                       | Unknown         | Various
520760       | Good_2200000                                       | Unknown         | Various
520770       | Good_2002030                                       | Unknown         | Various
520800       | Good_2201000                                       | Unknown         | Various
520810       | Weapon_66510000                                    | Unknown         | Various
530100       | Golden Halberd                                     | Unknown         | Various
530110       | Dragon Heart                                       | Unknown         | Various
530120       | Aspects of the Crucible: Tail                      | Unknown         | Various
530130       | Bloodhound's Fang                                  | Unknown         | Various
530170       | Deathroot                                          | Unknown         | Various
530210       | Dragon Heart                                       | Unknown         | Various
530225       | Crucible Knot Talisman                             | Unknown         | Various
530240       | Deathroot                                          | Unknown         | Various
530245       | Flame of the Fell God                              | Unknown         | Various
530250       | Greatblade Phalanx                                 | Unknown         | Various
530255       | Meteorite                                          | Unknown         | Various
530260       | Dragon Heart                                       | Unknown         | Various
530265       | Black Knife Tiche                                  | Unknown         | Various
530300       | Lansseax's Glaive                                  | Unknown         | Various
530310       | Somber Smithing Stone [5]                          | Unknown         | Various
530315       | Dragon Greatclaw                                   | Unknown         | Various
530325       | Godskin Peeler                                     | Unknown         | Various
530335       | Erdtree Greatshield                                | Unknown         | Various
530350       | Black Knife                                        | Unknown         | Various
530375       | Somber Smithing Stone [6]                          | Unknown         | Various
530385       | Deathroot                                          | Unknown         | Various
530390       | Dragon Heart                                       | Unknown         | Various
530400       | Dragon Heart                                       | Unknown         | Various
530405       | Commander's Standard                               | Unknown         | Various
530420       | Dragon Heart                                       | Unknown         | Various
530425       | Gargoyle's Blackblade                              | Unknown         | Various
530505       | Gargoyle's Black Blades                            | Unknown         | Various
530510       | Dragon Heart                                       | Unknown         | Various
530515       | Vyke's Dragonbolt                                  | Unknown         | Various
530530       | Death Ritual Spear                                 | Unknown         | Various
530550       | Dragon Heart                                       | Unknown         | Various
530600       | Dragonscale Blade                                  | Unknown         | Various
530620       | Dragon Halberd                                     | Unknown         | Various
530800       | Dragon Heart                                       | Unknown         | Various
530805       | Ancient Dragon Smithing Stone                      | Unknown         | Various
530810       | Weapon_7520000                                     | Unknown         | Various
530820       | Weapon_3550000                                     | Unknown         | Various
530830       | Weapon_66520000                                    | Unknown         | Various
530840       | Dragon Heart                                       | Unknown         | Various
530845       | Weapon_2520000                                     | Unknown         | Various
530850       | Dragon Heart                                       | Unknown         | Various
530855       | AshOfWar_422000                                    | Unknown         | Various
530860       | Dragon Heart                                       | Unknown         | Various
530861       | Somber Ancient Dragon Smithing Stone               | Unknown         | Various
530865       | Weapon_4540000                                     | Unknown         | Various
530900       | Weapon_68510000                                    | Unknown         | Various
530905       | Good_2006800                                       | Unknown         | Various
530930       | Armor_5020000                                      | Unknown         | Various
530935       | Good_2000900                                       | Unknown         | Various
530940       | Good_2007730                                       | Unknown         | Various
530945       | Dragon Heart                                       | Unknown         | Various
530950       | Good_2000900                                       | Unknown         | Various
530955       | Weapon_32500000                                    | Unknown         | Various
530960       | Good_2004710                                       | Unknown         | Various
530965       | AshOfWar_200100                                    | Unknown         | Various
530995       | Rimed Rowa                                         | Unknown         | Various
540100       | Ash of War: Storm Wall                             | Unknown         | Various
540104       | Ash of War: Wild Strikes                           | Unknown         | Various
540108       | Ash of War: Determination                          | Unknown         | Various
540112       | Ash of War: Unsheathe                              | Unknown         | Various
540116       | Ash of War: Ground Slam                            | Unknown         | Various
540118       | Ash of War: Sacred Blade                           | Unknown         | Various
540120       | Ash of War: Stamp (Sweep)                          | Unknown         | Various
540132       | Divine Fortification                               | Unknown         | Various
540136       | Lightning Strike                                   | Unknown         | Various
540138       | Poison Mist                                        | Unknown         | Various
540140       | Ash of War: Mighty Shot                            | Unknown         | Various
540142       | Somber Smithing Stone [1]                          | Unknown         | Various
540144       | Somber Smithing Stone [1]                          | Unknown         | Various
540146       | Somber Smithing Stone [1]                          | Unknown         | Various
540170       | Ash of War: Storm Assault                          | Unknown         | Various
540172       | Ash of War: Stormcaller                            | Unknown         | Various
540174       | Rancorcall                                         | Unknown         | Various
540200       | Ash of War: Chilling Mist                          | Unknown         | Various
540202       | Ash of War: Charge Forth                           | Unknown         | Various
540204       | Ash of War: Hoarfrost Stomp                        | Unknown         | Various
540206       | Ash of War: Thops's Barrier                        | Unknown         | Various
540208       | Ash of War: Vow of the Indomitable                 | Unknown         | Various
540210       | Ash of War: Shield Bash                            | Unknown         | Various
540218       | Bloodflame Blade                                   | Unknown         | Various
540220       | Carian Piercer                                     | Unknown         | Various
540224       | Ash of War: Barbaric Roar                          | Unknown         | Various
540236       | Frenzied Burst                                     | Unknown         | Various
540238       | Ash of War: Sword Dance                            | Unknown         | Various
540250       | Frozen Armament                                    | Unknown         | Various
540252       | Somber Smithing Stone [2]                          | Unknown         | Various
540254       | Somber Smithing Stone [2]                          | Unknown         | Various
540256       | Somber Smithing Stone [3]                          | Unknown         | Various
540258       | Somber Smithing Stone [3]                          | Unknown         | Various
540260       | Somber Smithing Stone [2]                          | Unknown         | Various
540262       | Somber Smithing Stone [2]                          | Unknown         | Various
540264       | Somber Smithing Stone [2]                          | Unknown         | Various
540272       | Ash of War: Spectral Lance                         | Unknown         | Various
540290       | Somber Smithing Stone [4]                          | Unknown         | Various
540300       | Ash of War: Sacred Order                           | Unknown         | Various
540302       | Ash of War: Shield Crash                           | Unknown         | Various
540304       | Ash of War: Earthshaker                            | Unknown         | Various
540306       | Ash of War: Blood Blade                            | Unknown         | Various
540308       | Ash of War: Golden Slam                            | Unknown         | Various
540310       | Ash of War: Lightning Ram                          | Unknown         | Various
540312       | Protection of the Erdtree                          | Unknown         | Various
540314       | Ash of War: Prayerful Strike                       | Unknown         | Various
540316       | Ash of War: Golden Parry                           | Unknown         | Various
540318       | Ash of War: Lightning Slash                        | Unknown         | Various
540320       | Somber Smithing Stone [5]                          | Unknown         | Various
540332       | Ash of War: Barrage                                | Unknown         | Various
540334       | Ash of War: Through and Through                    | Unknown         | Various
540370       | Barrier of Gold                                    | Unknown         | Various
540372       | Ash of War: Thunderbolt                            | Unknown         | Various
540400       | Whirl, O Flame!                                    | Unknown         | Various
540402       | Ash of War: Lifesteal Fist                         | Unknown         | Various
540404       | Ash of War: Sacred Ring of Light                   | Unknown         | Various
540406       | Ash of War: Poisonous Mist                         | Unknown         | Various
540408       | Ash of War: Flaming Strike                         | Unknown         | Various
540410       | Ash of War: Flame of the Redmanes                  | Unknown         | Various
540412       | Ash of War: Sky Shot                               | Unknown         | Various
540414       | Ash of War: Cragblade                              | Unknown         | Various
540416       | Poison Armament                                    | Unknown         | Various
540418       | Ash of War: Double Slash                           | Unknown         | Various
540420       | Bestial Constitution                               | Unknown         | Various
540422       | Somber Smithing Stone [4]                          | Unknown         | Various
540424       | Somber Smithing Stone [4]                          | Unknown         | Various
540426       | Somber Smithing Stone [8]                          | Unknown         | Various
540428       | Somber Smithing Stone [9]                          | Unknown         | Various
540500       | Smithing Stone [1]                                 | Unknown         | Various
540502       | Smithing Stone [1]                                 | Unknown         | Various
540504       | Smithing Stone [1]                                 | Unknown         | Various
540506       | Smithing Stone [1]                                 | Unknown         | Various
540508       | Smithing Stone [1]                                 | Unknown         | Various
540510       | Ash of War: Seppuku                                | Unknown         | Various
540512       | Ash of War: Troll's Roar                           | Unknown         | Various
540514       | Flame, Protect Me                                  | Unknown         | Various
540516       | Ash of War: Prelate's Charge                       | Unknown         | Various
540520       | Smithing Stone [1]                                 | Unknown         | Various
540522       | Smithing Stone [1]                                 | Unknown         | Various
540524       | Ash of War: White Shadow's Lure                    | Unknown         | Various
540526       | Smithing Stone [1]                                 | Unknown         | Various
540528       | Smithing Stone [1]                                 | Unknown         | Various
540570       | Golden Rune [1]                                    | Unknown         | Various
540572       | Golden Rune [1]                                    | Unknown         | Various
540574       | Golden Rune [1]                                    | Unknown         | Various
540576       | Golden Rune [1]                                    | Unknown         | Various
540590       | Somber Smithing Stone [5]                          | Unknown         | Various
540592       | Somber Smithing Stone [5]                          | Unknown         | Various
540600       | Somber Smithing Stone [6]                          | Unknown         | Various
540602       | Somber Smithing Stone [6]                          | Unknown         | Various
540610       | Great Oracular Bubble                              | Unknown         | Various
540612       | Golden Rune [1]                                    | Unknown         | Various
540614       | Golden Rune [1]                                    | Unknown         | Various
540616       | Golden Rune [1]                                    | Unknown         | Various
540618       | Golden Rune [1]                                    | Unknown         | Various
540630       | Ash of War: Square Off                             | Unknown         | Various
540632       | Golden Rune [1]                                    | Unknown         | Various
540634       | Golden Rune [1]                                    | Unknown         | Various
540636       | Golden Rune [1]                                    | Unknown         | Various
540638       | Golden Rune [1]                                    | Unknown         | Various
540640       | Golden Rune [1]                                    | Unknown         | Various
540642       | Somber Smithing Stone [5]                          | Unknown         | Various
540644       | Golden Rune [1]                                    | Unknown         | Various
540646       | Ash of War: Enchanted Shot                         | Unknown         | Various
540648       | Order Healing                                      | Unknown         | Various
540650       | Golden Rune [1]                                    | Unknown         | Various
540652       | Oracle Bubbles                                     | Unknown         | Various
540660       | Ash of War: Golden Land                            | Unknown         | Various
540662       | Golden Rune [1]                                    | Unknown         | Various
540664       | Golden Rune [1]                                    | Unknown         | Various
540666       | Golden Rune [1]                                    | Unknown         | Various
540668       | Somber Smithing Stone [6]                          | Unknown         | Various
540670       | Somber Smithing Stone [6]                          | Unknown         | Various
540680       | Golden Rune [1]                                    | Unknown         | Various
540682       | Golden Rune [1]                                    | Unknown         | Various
540684       | Golden Rune [1]                                    | Unknown         | Various
540686       | Ash of War: Blood Tax                              | Unknown         | Various
540772       | Golden Lightning Fortification                     | Unknown         | Various
540900       | AshOfWar_418000                                    | Unknown         | Various
540902       | AshOfWar_402000                                    | Unknown         | Various
540904       | AshOfWar_405000                                    | Unknown         | Various
540906       | AshOfWar_406000                                    | Unknown         | Various
540910       | AshOfWar_403000                                    | Unknown         | Various
540912       | Somber Smithing Stone [9]                          | Unknown         | Various
540914       | Somber Smithing Stone [7]                          | Unknown         | Various
540916       | AshOfWar_505000                                    | Unknown         | Various
540920       | Somber Smithing Stone [8]                          | Unknown         | Various
540922       | Somber Smithing Stone [8]                          | Unknown         | Various
